reference,transfer_to_source,status,payment_method_code,updated_at
db4j-qbdv,False,canceled,yemekpay_creditcard,2024-05-05 13:57:14
hl15-ef04,False,canceled,yemekpay_creditcard,2024-05-05 13:57:17
qm7m-jq54,False,canceled,yemekpay_creditcard,2024-05-05 13:57:24
h3pn-d5gj,False,canceled,yemekpay_creditcard,2024-05-05 13:57:25
p4cs-1xpz,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:57:27
zed4-kkx9,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:57:27
vj0c-du98,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:57:27
dcvb-ec3g,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:57:27
ivg3-w1tx,False,canceled,yemekpay_creditcard,2024-05-05 13:57:33
oqcx-4kjx,False,canceled,yemekpay_creditcard,2024-05-05 13:57:53
oa1t-p2t5,False,canceled,yemekpay_creditcard,2024-05-05 13:57:56
neyp-q9ey,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:57:57
a78k-76wq,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:57:57
xx1s-kkok,False,canceled,yemekpay_creditcard,2024-05-05 13:58:01
or5y-biho,False,canceled,yemekpay_creditcard,2024-05-05 13:58:02
z435-wor9,False,canceled,yemekpay_creditcard,2024-05-05 13:58:07
olwj-z9ww,False,canceled,yemekpay_creditcard,2024-05-05 13:58:15
g7uq-zaz0,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:27
mwnv-azke,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:27
pav4-v995,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:27
samh-iza4,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:27
b285-dfyi,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:27
hwwm-ke5v,False,canceled,yemekpay_creditcard,2024-05-05 13:58:33
pxdn-spl5,False,canceled,yemekpay_creditcard,2024-05-05 13:58:46
d3za-cc2j,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:57
pwht-7swt,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:57
jnfn-nuvy,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:57
uu7u-z7j0,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:57
lygs-gq04,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:57
hcbx-uvev,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:58:57
bech-jfla,False,canceled,yemekpay_creditcard,2024-05-05 13:59:03
d7i6-8k4c,False,canceled,yemekpay_creditcard,2024-05-05 13:59:03
vqms-5u55,False,canceled,yemekpay_creditcard,2024-05-05 13:59:03
rgr7-ltx3,False,canceled,yemekpay_creditcard,2024-05-05 13:59:09
nejz-9tha,False,canceled,yemekpay_creditcard,2024-05-05 13:59:11
zfls-6ykx,False,canceled,yemekpay_creditcard,2024-05-05 13:59:12
khx0-8ex5,False,canceled,yemekpay_creditcard,2024-05-05 13:59:14
xm7v-lsvm,False,canceled,yemekpay_creditcard,2024-05-05 13:59:17
ib44-00b0,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:59:27
dzd2-6p8t,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:59:27
i5tl-winl,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:59:27
ustj-6bjz,False,canceled,yemekpay_creditcard,2024-05-05 13:59:43
loes-0ds0,False,canceled,yemekpay_creditcard,2024-05-05 13:59:47
bsa4-4tyk,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:59:57
i5tl-7uxy,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:59:57
gtql-x9ip,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:59:59
tief-fm0z,False,canceled,yemekpay_creditcard,2024-05-05 14:00:02
dhsh-bvzb,False,canceled,yemekpay_creditcard,2024-05-05 14:00:03
ww74-1lxm,False,canceled,yemekpay_creditcard,2024-05-05 14:00:12
vuxy-owvj,False,canceled,yemekpay_creditcard,2024-05-05 14:00:12
sf0s-9bdo,False,canceled,yemekpay_creditcard,2024-05-05 14:00:13
xe9o-snu1,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:27
v381-e2uv,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:27
lygs-j0sm,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:27
x41j-e51u,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:27
samh-l06w,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:27
tio8-6gk4,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:27
r4oi-rjub,False,canceled,yemekpay_creditcard,2024-05-05 14:00:36
pe5g-wwxm,False,canceled,yemekpay_creditcard,2024-05-05 14:00:36
p2os-n4yp,False,canceled,yemekpay_creditcard,2024-05-05 14:00:40
kek0-54sb,False,canceled,yemekpay_creditcard,2024-05-05 14:00:51
a5iq-2j63,False,canceled,yemekpay_creditcard,2024-05-05 14:00:52
bh0a-ikhd,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:57
j3ms-rlgg,False,canceled,yemekpay_creditcard,2024-05-05 14:00:58
iqpz-4enf,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:00:58
s6af-wnob,False,canceled,yemekpay_creditcard,2024-05-05 14:01:09
qxee-hlu0,False,canceled,yemekpay_creditcard,2024-05-05 14:01:11
p3so-x1ik,False,canceled,yemekpay_creditcard,2024-05-05 14:01:16
zlt3-u28u,False,canceled,yemekpay_creditcard,2024-05-05 14:01:22
cuqp-l60d,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:01:27
kgpr-kknp,False,canceled,yemekpay_creditcard,2024-05-05 14:01:55
qm2u-115e,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:01:57
pjec-cm0o,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:01:57
dzd2-okoh,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:01:57
pc59-m1im,False,canceled,yemekpay_creditcard,2024-05-05 14:02:00
wz0o-jcio,False,canceled,yemekpay_creditcard,2024-05-05 14:02:07
rj71-rpmm,False,canceled,yemekpay_creditcard,2024-05-05 14:02:18
j8jo-ca0o,False,canceled,yemekpay_creditcard,2024-05-05 14:02:23
hqr3-35w8,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:27
dt99-bc08,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:27
hcbx-6gec,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:27
argb-zdhw,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:27
encl-avsm,False,canceled,yemekpay_creditcard,2024-05-05 14:02:31
dcdn-7j4a,False,canceled,yemekpay_creditcard,2024-05-05 14:02:33
zzjh-qfof,False,canceled,yemekpay_creditcard,2024-05-05 14:02:38
cjab-lag3,False,canceled,yemekpay_creditcard,2024-05-05 14:02:39
hwd6-xwzm,False,canceled,yemekpay_creditcard,2024-05-05 14:02:52
sftk-hvrb,False,canceled,yemekpay_creditcard,2024-05-05 14:02:57
sm1g-19rv,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:57
we1h-vk5u,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:57
qd5s-5vwp,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:02:57
khx0-qp2i,False,canceled,yemekpay_creditcard,2024-05-05 14:03:05
p8bm-uibe,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:03:27
cc88-g5w6,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:03:27
xu4n-5qm3,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 14:03:27
