reference,transfer_to_source,status,payment_method_code,updated_at
oqp8-aifc,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:09:56
cygf-1gjb,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:10:57
t478-u3gm,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:11:57
fitp-3vi8,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:14:27
ixcu-orb0,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:15:57
v9nh-qtew,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:17:57
y33m-sff5,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:17:57
o5ym-v1xk,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:18:56
kr9x-csox,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:20:56
z37p-vjdf,False,canceled,yemekpay_creditcard,2024-05-04 07:21:02
t75m-8uh2,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:22:27
s8v5-kiip,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:22:27
ijuh-jq4h,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:23:56
p7sm-v75f,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:23:57
z37p-hllg,False,canceled,yemekpay_creditcard,2024-05-04 07:24:44
eiqb-bepk,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:25:57
irna-q3gg,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:26:27
rgr7-g39d,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:28:57
kg9z-jv7y,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:29:57
fuxv-nnft,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:30:57
y94l-0cgg,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:30:57
jpt0-moz7,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:34:27
mlrn-ephi,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:34:57
iibs-31at,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:38:26
od20-2zpc,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:39:57
tmfj-mmk3,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:42:27
uyht-gvcr,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:45:27
k8ur-dshj,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:45:27
jnvy-0p3g,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:46:27
b038-zh24,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:46:57
picg-l7ct,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:47:56
of8l-gp48,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:50:57
dkv6-5twt,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:58:57
cjl7-j73w,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-04 07:59:26
